year,scenario,ai_capability_global,throughput,bottleneck_stage,progress_rate,cumulative_progress,A_1,M_1,p_1,mu_1,mu_eff_1,A_2,M_2,p_2,mu_2,mu_eff_2,A_3,M_3,p_3,mu_3,mu_eff_3,A_4,M_4,p_4,mu_4,mu_eff_4,A_5,M_5,p_5,mu_5,mu_eff_5,A_6,M_6,p_6,mu_6,mu_eff_6,A_7,M_7,p_7,mu_7,mu_eff_7,A_8,M_8,p_8,mu_8,mu_eff_8,A_9,M_9,p_9,mu_9,mu_eff_9,A_10,M_10,p_10,mu_10,mu_eff_10
2034.0,Pessimistic,31.160889502860396,0.2413525141050261,7,1.4627425097274307,13.625741077715537,69.6074317464623,49.29605217761119,0.9764042172089222,98.59210435522238,96.26574647594127,46.32890977269813,19.58988890320927,0.9392197415679833,78.35955561283708,73.59684157207086,10.074244144534212,2.712349101265138,0.3739950804648101,2.712349101265138,1.0144052203763108,252.06670661774652,99.60724682236544,0.9885507253391977,597.6434809341927,590.8008965717391,14.534221856434568,3.950785947188695,0.6103990818149468,5.926178920783042,3.6173341719170615,8.934714529421665,2.3309021179970273,0.6979438147564381,2.3309021179970273,1.6268387160587063,4.979892229029718,1.3822197547757002,0.34922451841847907,0.6911098773878501,0.2413525141050261,4.979892229029718,1.4738470347274752,0.5932234262459295,0.4912823449091584,0.29144019590114545,2.846873157029985,1.1346916753059313,0.9094401462053456,1.1346916753059313,1.0319341630882148,31.160889502860396,3.4625768977421103,0.9724198584402992,3.4625768977421103,3.367078536741033
2035.0,Pessimistic,46.63440782325752,0.24806951692952978,7,1.503451617754726,15.129192695470262,116.23506269525669,49.578440456229046,0.977217387846682,99.15688091245809,96.89782815229682,73.13787521705896,19.740216680569244,0.9410192404524561,78.96086672227698,74.3036948284647,13.046132139848492,2.8078517548198603,0.3803442313218916,2.8078517548198603,1.0679502173527842,507.0092235513545,99.80473728010992,0.9890470930921731,598.8284236806595,592.2695117023245,19.702433007140673,4.098843827863827,0.6182149284763724,6.14826574179574,3.800949665817984,11.401478952712836,2.407689542010605,0.7010218686059069,2.407689542010605,1.6878430217631744,5.926829249332441,1.4136549335023998,0.35096190880885664,0.7068274667511999,0.24806951692952978,5.926829249332441,1.509237880067164,0.5943637565308637,0.5030792933557213,0.2990120986317989,3.1793712802132514,1.1465991170111163,0.9103263867879456,1.1465991170111163,1.0437794312829785,46.63440782325752,3.5606931030770896,0.9735488273010635,3.5606931030770896,3.4665085948796857
2036.0,Pessimistic,70.6408572685276,0.25461083676311497,7,1.5430959803825148,16.672288675852776,197.71296452469957,49.75216597395221,0.9778664457964108,99.50433194790442,97.30194742324355,117.21309399704673,19.837902069196478,0.9425633121545601,79.35160827678591,74.79391472215853,16.98668869691113,2.893423410761222,0.3864967622840559,2.893423410761222,1.1182987801761022,1052.3818295534206,99.90592768022039,0.9893851686742474,599.4355660813223,593.0726586567121,26.904133081923195,4.228829354152195,0.6255123462440201,6.343244031228292,3.9677774567719855,14.62040177830155,2.4769414061800785,0.7039740583478112,2.4769414061800785,1.743702493998324,7.0722714845388674,1.4439263413805525,0.35266457777850213,0.7219631706902763,0.25461083676311497,7.0722714845388674,1.542726082267862,0.5954715412320396,0.5142420274226206,0.30621649263563666,3.554627590543471,1.158231704796845,0.911201835252819,1.158231704796845,1.0553828550588862,70.6408572685276,3.6430615986441657,0.9745361487137969,3.6430615986441657,3.5502952198698132
2037.0,Pessimistic,108.34675200363785,0.26097534855014404,7,1.581668779091782,18.25395745494456,342.7978681150483,49.857058620960984,0.9783796747546506,99.71411724192197,97.55826559559871,190.79603716981458,19.900417218922165,0.9438801290498271,79.60166887568866,75.13443349096661,22.240412864837506,2.969886839455147,0.3924522258125164,2.969886839455147,1.1655387005554718,2257.3669311727826,99.95614359427664,0.9896110455933889,599.7368615656599,593.5062226548902,37.01393993529862,4.342527892069878,0.6323106410877265,6.513791838104817,4.118739893064057,18.84158287313929,2.5392436776040297,0.7068020474362073,2.5392436776040297,1.794742630269973,8.461482861277634,1.4730540678320618,0.35433234156059096,0.7365270339160309,0.26097534855014404,8.461482861277634,1.5743806066656059,0.59654700172867,0.5247935355552019,0.3130640101620439,3.9786111621341567,1.1695919990928847,0.9120664310403027,1.1695919990928847,1.0667456003859404,108.34675200363785,3.7117871722885067,0.9753953683313953,3.7117871722885067,3.620460016082096
2038.0,Pessimistic,168.3249736468138,0.267162245207523,7,1.6191651224698365,19.873122577414396,606.2404549874002,49.91917398517884,0.9787815750101467,99.83834797035767,97.71993547283778,315.6058176943876,19.939798321403572,0.9449960610294171,79.75919328561429,75.37212348578943,29.284288222869982,3.0380205341776634,0.3982104812344929,3.0380205341776634,1.2097716189151584,5011.225983328726,99.98024435530759,0.9897589575135541,599.8814661318455,593.7380545503579,51.3141010315336,4.441604861132029,0.6386295965736154,6.6624072916980435,4.254810480906235,24.404989178358996,2.595153223220703,0.709507661885782,2.595153223220703,1.8412810956426717,10.150848529894398,1.5010588820529998,0.35596504361257963,0.7505294410264999,0.267162245207523,10.150848529894398,1.6042699216240783,0.5975903845287344,0.5347566405413594,0.31956542645040514,4.458186781034427,1.180682642670019,0.9129201172347425,1.180682642670019,1.0778689365633394,168.3249736468138,3.7687685102845103,0.9761393375399958,3.7687685102845103,3.678843196970719
2039.0,Pessimistic,264.98486614005674,0.27317103274692817,7,1.6555820166480495,21.528704594062447,1094.3723763278142,49.95522547803663,0.979093143242337,99.91045095607326,97.82163746934113,530.8030484014266,19.96420517919552,0.9459355981441575,79.85682071678208,75.53940947062,38.782501545135034,3.098558654636022,0.40377169590213535,3.098558654636022,1.2511102828346254,11531.05678503551,99.99141449028953,0.9898538029784741,599.9484869417372,593.86129139046,71.69898739501213,4.527606970953421,0.6444893785934258,6.791410456430132,4.37699190483755,31.77511064469806,2.6451976726794046,0.7120928842346399,2.6451976726794046,1.8836264401090341,12.210798160323984,1.527962192804812,0.35756255492877126,0.763981096402406,0.27317103274692817,12.210798160323984,1.6324618889441715,0.5986019608298121,0.5441539629813905,0.32573162923397336,5.001258361400274,1.1915063583780743,0.9137628406102304,1.1915063583780743,1.0887542346367003,264.98486614005674,3.815706202466151,0.9767801708617855,3.815706202466151,3.7271061564032615
2040.0,Pessimistic,422.8687310172569,0.2790015245354057,7,1.6909183305176103,23.219622924580058,2017.991705196736,49.97571843339404,0.9793321767014632,99.95143686678809,97.88565823119046,908.1811080538158,19.979079062720523,0.9467213049957807,79.91631625088209,75.6584792114906,51.66530204564966,3.152191234983571,0.4091363452610611,3.152191234983571,1.2896760014451287,27547.209724963304,99.99640616959074,0.9899133011329987,599.9784370175445,593.9266351966544,100.98942760082254,4.601964290735131,0.649910439340683,6.902946436102696,4.486296951032705,41.58988135908704,2.6898754444180737,0.7145598469232031,2.6898754444180737,1.9220769858058615,14.72954670870504,1.5537860069551361,0.35912477430807704,0.7768930034775681,0.2790015245354057,14.72954670870504,1.659023658088645,0.599582026028813,0.5530078860295483,0.3315735887155075,5.616936722209774,1.2020659468091235,0.9145945516739703,1.2020659468091235,1.0994029657044369,422.8687310172569,3.8541123701962805,0.977329214401629,3.8541123701962805,3.766736614979531
2041.0,Pessimistic,684.3516577596257,0.2846538347237047,7,1.7251747559012405,24.944797680481297,3803.993467348866,49.987118800171295,0.9795135912559981,99.97423760034259,97.92612450499202,1581.640771228999,19.98798715843343,0.9473738056437305,79.95194863373372,75.74438184577238,69.24332748272414,3.1995646415079815,0.4143052118012295,3.1995646415079815,1.3255963064716891,68438.52317672916,99.99855344628428,0.9899497796640411,599.9913206777056,593.9612757052317,143.41977890719724,4.66599307821695,0.6549134212970581,6.9989896173254245,4.583732235905181,54.73010571023088,2.729655927252237,0.7169108251141186,2.729655927252237,1.9569198830840457,17.817894741015756,1.5785528868846732,0.3606516285754335,0.7892764434423366,0.2846538347237047,17.817894741015756,1.6840215645376237,0.6005308991812751,0.5613405215125412,0.33710232813081226,6.31573609376912,1.212364283888446,0.9154152047071931,1.212364283888446,1.1098166991154315,684.3516577596257,3.885321608477203,0.9777970252201831,3.885321608477203,3.799055910792706
2042.0,Pessimistic,1123.6340010211272,0.29012837087552223,7,1.7583537628819528,26.70315144336325,7336.183662699404,49.99332077790675,0.9796497435375788,99.9866415558135,97.95188775733652,2805.390351966669,19.99322732396699,0.9479117971473501,79.97290929586796,75.80726417374822,93.37435408472409,3.241282263265079,0.41927938286874994,3.241282263265079,1.3590028270452075,177133.86157421867,99.99944110065054,0.9899716156445311,599.9966466039033,593.9796496197669,205.39889127152398,4.720899288358465,0.6595190619989354,7.081348932537698,4.670284605674425,72.41851921606091,2.7649798086569115,0.7191482289821232,2.7649798086569115,1.9884303325669477,21.61540603480214,1.60228590688221,0.3621430727554301,0.801142953441105,0.29012837087552223,21.61540603480214,1.7075210325712944,0.601448922411091,0.5691736775237648,0.34232889501142616,7.109804547541206,1.222404318395973,0.9162247578035417,1.222404318395973,1.119997100560354,1123.6340010211272,3.910502929771291,0.9781933613135871,3.910502929771291,3.8252280052996097
2043.0,Pessimistic,1872.5361038120072,0.2954258258344876,7,1.7904595505120462,28.493610993875297,14486.611654326229,49.99661756653873,0.9797507484626317,99.99323513307746,97.96844696283256,5070.96742781588,19.99625318042948,0.9483520892912936,79.98501272171792,75.85395392663189,126.70801473308148,3.277905417283462,0.42406024732351544,3.277905417283462,1.390029381956316,478495.1639154839,99.9997931013572,0.989984363719248,599.9987586081431,593.9893892730213,296.709024101992,4.767782677241032,0.6637481003514131,7.1516740158615475,4.746910042360664,96.3619159192304,2.796259539926004,0.7212745955067699,2.796259539926004,2.016870968592075,26.29838066537536,1.625008608655094,0.3635990901968094,0.812504304327547,0.2954258258344876,26.29838066537536,1.7295864827550984,0.6023364602717065,0.5765288275850328,0.3472643332521656,8.013194530148589,1.2321890694210835,0.9170231729048522,1.2321890694210835,1.1299459300591992,1872.5361038120072,3.93067240178838,0.9785271816897222,3.93067240178838,3.8462697874675547
2044.0,Pessimistic,3168.756543667238,0.30054716886915,7,1.8214979931463635,30.31510898702166,29315.574068430495,49.99832853349944,0.9798247846892755,99.99665706699888,97.9792029803195,9346.97272159537,19.99796725629079,0.9487096675650034,79.99186902516315,75.88905947076583,173.047209822471,3.309954448597993,0.42864949103425554,3.309954448597993,1.4188102897380996,1351638.4231334762,99.99992675555954,0.9899916142159572,599.9995605333572,593.9945334612833,432.41109473651494,4.807641413509305,0.6676211852444182,7.211462120263958,4.814524888075848,128.9562158070739,2.8238799275346134,0.7232925798047656,2.8238799275346134,2.042491397845405,32.0901756815015,1.646744956087177,0.36501969264661205,0.8233724780435885,0.30054716886915,32.0901756815015,1.7502812443801044,0.6031938990600232,0.5834270814600347,0.3519196560830881,9.042180866471739,1.2417216237537516,0.9178104158342548,1.2417216237537516,1.139665039847817,3168.756543667238,3.9467061840253863,0.9788066558586482,3.9467061840253863,3.8630622816425353
2045.0,Pessimistic,5447.53717790469,0.30549363613944813,7,1.851476582663322,32.16658556968498,60848.06442303698,49.999194715551525,0.9798783819961945,99.99838943110305,97.98626003797462,17579.767311097094,19.998919212088317,0.9489977760994253,79.99567684835327,75.91571942665553,237.8852945188723,3.33791000429749,0.43304909120965956,3.33791000429749,1.4454788939006589,4000542.3195638247,99.99997525335515,0.9899956269074366,599.9998515201308,593.9972291500408,635.8991668464611,4.8413771081076185,0.671158787203233,7.262065662161428,4.873999182406506,173.58404597891953,2.8481988393174986,0.7252049460423227,2.8481988393174986,2.0655278855850527,39.27460443738113,1.667519289380419,0.36640492027286464,0.8337596446902095,0.30549363613944813,39.27460443738113,1.7696674730872286,0.6040216460844235,0.5898891576957428,0.3563058200387367,10.215635018566024,1.2510051332151821,0.9185864563265239,1.2510051332151821,1.149156372166425,5447.53717790469,3.9593536873618724,0.9790391819048386,3.9593536873618724,3.876362394946674
2046.0,Pessimistic,9518.519402760114,0.3102667205311019,7,1.8804043668551629,34.04698993654014,129660.35229489472,49.99962208956607,0.9799166860632794,99.99924417913213,97.99092796484784,33760.25285755496,19.9994372080067,0.9492280170154874,79.9977488320268,75.93610448952782,329.2097827119021,3.3622144600028774,0.43726130957159914,3.3622144600028774,1.4701662978414252,12432505.896266801,99.99999203700358,0.9899977852496091,599.9999522220214,593.9986238496725,943.8417170474447,4.8698001730885805,0.6743811137735427,7.30470025963287,4.926151896873102,235.04910278057213,2.8695480135184503,0.7270145579713969,2.8695480135184503,2.0862031806258163,48.21338557124388,1.6873562787199576,0.36775484163483574,0.8436781393599788,0.3102667205311019,48.21338557124388,1.7878060738786687,0.6048201288885207,0.5959353579595562,0.3604337000103255,11.555466096544507,1.2600428119311964,0.9193512680556075,1.2600428119311964,1.1584219569532987,9518.519402760114,3.969250606445129,0.9792314121851298,3.969250606445129,3.8868148766659463
2047.0,Pessimistic,16912.49726272828,0.3148681609070522,7,1.9082918842851648,35.955281820825306,283915.3521275532,49.999827413348264,0.9799436976118674,99.99965482669653,97.99403151078342,66243.98459177029,19.999713181504447,0.949410462513689,79.99885272601779,75.95174776717303,458.7128614028853,3.383273476730157,0.44128868438412616,3.383273476730157,1.4930003014579596,40656056.116484255,99.99999756493843,0.9899989121103548,599.9999853896305,593.999332801963,1414.249189136711,4.8936354218169615,0.6773080292993824,7.340453132725442,4.971747845490747,320.21395254424544,2.8882339583645384,0.7287243691368829,2.8882339583645384,2.1047264692289205,59.36893527125561,1.7062808776054592,0.36906955360002425,0.8531404388027296,0.3148681609070522,59.36893527125561,1.8047566296935154,0.6055897944324191,0.6015855432311717,0.3643140654588805,13.087141175421493,1.2688379335517515,0.9201048286592678,1.2688379335517515,1.1674639094470136,16912.49726272828,3.9769316046899372,0.9793892856018673,3.9769316046899372,3.8949642032047653
2048.0,Pessimistic,30572.62491265648,0.3192999308274753,7,1.9351510959240927,37.8904329167494,639462.8727047467,49.99992337319008,0.9799624842539367,99.99984674638016,97.99609824259565,132905.445347094,19.999857041222423,0.9495537760314731,79.9994281648897,75.96375909432959,643.6271090022892,3.4014576659359985,0.4451340213597778,3.4014576659359985,1.5141045293231348,140218262.31864625,99.99999929395787,0.98999948242029,599.9999957637472,593.9996852582859,2139.7706479699177,4.913527825864685,0.6799589797014872,7.370291738797028,5.011496050814727,438.94225614216157,2.9045389295776944,0.730337412804762,2.9045389295776944,2.1212934472184863,73.33423173753714,1.7243182759939377,0.37034918120719135,0.8621591379969689,0.3192999308274753,73.33423173753714,1.8205773356971475,0.6063311082334539,0.6068591118990492,0.3679575578593201,14.840299952387497,1.2773938284201025,0.920847119760769,1.2773938284201025,1.1762844277008335,30572.62491265648,3.9828424651113963,0.9795180653374878,3.9828424651113963,3.9012661459699056
2049.0,Pessimistic,56255.92506453492,0.32356422679198127,7,1.9609953138907954,39.851428230640195,1482944.4830148628,49.9999669576302,0.9799753646459374,99.9999339152604,97.99747170317696,272842.45797352184,19.999930362744344,0.9496653389086337,79.99972145097738,75.97296258433872,909.5287617582723,3.417104340685027,0.44880038347272677,3.417104340685027,1.5335977384657593,511240060.8409299,99.9999998063532,0.9899997618310924,599.9999988381192,593.9998559483937,3269.8214158226765,4.93004834816443,0.6823529228041514,7.395072522246645,5.046049349903666,605.4993587799892,2.9187219731527456,0.7318567916637828,2.9187219731527456,2.1360864990301542,90.87206981746189,1.7414938534009508,0.37159387747489897,0.8707469267004754,0.32356422679198127,90.87206981746189,1.8353249394059072,0.6070445534685462,0.611774979801969,0.37137466943711517,16.849481772766733,1.2857138806952164,0.9215781269875503,1.2857138806952164,1.184885790012992,56255.92506453492,3.9873515555004513,0.9796223809055038,3.9873515555004513,3.9060988243066164
2050.0,Pessimistic,105425.29920556101,0.3276634560593705,7,1.9858391276325482,41.83726735827274,3544631.802087553,49.99998617627931,0.9799840656009213,99.99997235255861,97.99837946604012,573563.422380473,19.999966873759277,0.9497513792195909,79.99986749503711,75.97998449079601,1294.6489942442909,3.4305193313042883,0.4522910797164,3.4305193313042883,1.551593292343599,1975413929.157762,99.99999994988391,0.9899998941562729,599.9999996993035,593.9999361960743,5047.772331388082,4.943699777404451,0.6845082646915583,7.415549666106676,5.076005033680746,840.6473982553779,2.9310200208020616,0.7332856673554805,2.9310200208020616,2.149274971986114,112.96682358493612,1.7578331321080962,0.3728038231551789,0.8789165660540481,0.3276634560593705,112.96682358493612,1.84905468673984,0.6077306300404908,0.6163515622466134,0.3745757232505751,19.154986670947842,1.2938015254311652,0.9222978399868234,1.2938015254311652,1.1932703522768209,105425.29920556101,3.990760492260392,0.9797062733731965,3.990760492260392,3.9097730897974117
2024.0,Baseline,1.0,0.165,7,1.0,1.0,1.0,1.0,0.95,2.0,1.9,1.0,1.0,0.9,4.0,3.6,1.0,1.0,0.3,1.0,0.3,1.0,1.0,0.95,6.0,5.699999999999999,1.0,1.0,0.5,1.5,0.75,1.0,1.0,0.66,1.0,0.66,1.0,1.0,0.33,0.5,0.165,1.0,1.0,0.58,0.3333333333333333,0.1933333333333333,1.0,1.0,0.9,1.0,0.9,1.0,1.0,0.95,1.0,0.95
2025.0,Baseline,1.6487212707001282,0.20644991825819103,7,1.2512116258072183,2.251211625807218,1.8221188003905089,23.108229831392702,0.9577754533795484,46.216459662785404,44.2649906071219,1.7332530178673953,9.037953602770754,0.9098740601018761,36.151814411083016,32.89359815826162,1.4190675485932571,1.6421719169231705,0.3135212360188103,1.6421719169231705,0.5148557691491316,2.117000016612675,53.23571127863955,0.964494873935129,319.4142676718373,308.0734238312303,1.4918246976412703,1.7250769876880727,0.5226159126565685,2.587615481532109,1.352329026485169,1.568312185490169,1.6044513437218688,0.6695762387602336,1.6044513437218688,1.0743024960030918,1.4918246976412703,1.2035432139091164,0.34307022111427193,0.6017716069545582,0.20644991825819103,1.5295904196633787,1.3439374034879559,0.59209602159777,0.44797913449598525,0.2652466632938852,1.3498588075760032,1.0860688147287718,0.9029117733207875,1.0860688147287718,0.9806243194551613,1.6487212707001282,1.6635976507857855,0.9554380774076605,1.6635976507857855,1.5894645410466715
